verse	form	lemma	gold_pos	gold_case_num_gender	ledger_class	kosha_analyses	candidate_class	proposed_action	evidence	decision
4.19	paṇḍitaṁ	paṇḍita	nominal	acc/sg/m	GAP		G0_sandhi_surface	none: gold form is a sandhied surface; the pausa form carries the gold cell in kosha	pausa form: paṇḍitam	
4.20	karma-phalāsaṅgam	karma-phala-āsaṅga	nominal	acc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: phalāsaṅgam	
4.20	nitya-tṛptaḥ	nitya-tṛpta	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: tṛptaḥ	
4.21	nir-āśīḥ	nir-ā-śis	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: āśīḥ	
4.21	tyakta-sarva-parigrahaḥ	tyakta-sarva-parigraha	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: parigrahaḥ	
4.21	kurvan	kurvant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
4.22	yadṛcchā-lābha-saṁtuṣṭaḥ	yadṛcchā-lābha-saṁtuṣṭa	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁtuṣṭaḥ	
4.23	jñānāvasthita-cetasaḥ	jñāna-avasthita-cetas	nominal	gen/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: cetasaḥ	
4.23	ācarataḥ	ācarant	participle	gen/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
4.24	brahmāgnau	brahma-agni	nominal	loc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: brahmāgnau	
4.25	brahmāgnāu	brahma-agni	nominal	loc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: brahmāgnāu	
4.26	indriyāgniṣu	indriya-agni	nominal	loc/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: indriyāgniṣu	
4.27	indriya-karmāṇi	indriya-karman	nominal	acc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: karmāṇi	
4.27	ātma-saṁyama-yogāgnau	ātma-saṁyama-yoga-agni	nominal	loc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: yogāgnau	
4.27	jñāna-dīpite	jñāna-dīpita	nominal	loc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: dīpite	
4.28	yoga-yajñāḥ	yoga-yajña	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yajñāḥ	
4.28	svādhyāya-jñāna-yajñāḥ	svādhyāya-jñāna-yajña	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yajñāḥ	
4.29	prāṇāpāna-gatī	prāṇa-apāna-gati	nominal	acc/du/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: gatī	
4.29	prāṇāyāma-parāyaṇāḥ	prāṇa-āyāma-parāyaṇa	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: parāyaṇāḥ	
4.30	yajña-kṣapita-kalmaṣāḥ	yajña-kṣapita-kalmaṣa	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kalmaṣāḥ	
4.31	yajña-śiṣṭāmṛta-bhujaḥ	yajña-śiṣṭa-amṛta-bhuk	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhujaḥ	
4.33	śreyān	śreyas	nominal	nom/sg/m	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 25	
4.36	pāpebhyaḥ	pāpa	nominal	gen/pl/m	DIVERGE	abl.pl.m;abl.pl.n;dat.pl.m;dat.pl.n	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
4.36	pāpa-kṛttamaḥ	pāpa-kṛttama	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: kṛttamaḥ	
4.36	jñāna-plavena	jñāna-plava	nominal	instr/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: plavena	
4.38	yoga-saṁsiddhaḥ	yoga-saṁsiddha	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁsiddhaḥ	
4.41	yoga-saṁnyasta-karmāṇam	yoga-saṁnyasta-karman	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: karmāṇam	
4.41	jñāna-saṁchinna-saṁśayam	jñāna-saṁchinna-saṁśaya	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁśayam	
4.42	ajñāna-saṁbhūtam	ajñāna-saṁbhūta	nominal	acc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁbhūtam	
4.42	jñānāsinā	jñānāsi	nominal	instr/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.02	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
5.02	karma-saṁnyāsāt	karma-saṁnyāsa	nominal	abl/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁnyāsāt	
5.07	sarva-bhūtātma-bhūtātmā	sarva-bhūta-ātma-bhūta-ātman	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhūtātmā	
5.07	kurvan	kurvant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.08	paśyan	paśyant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.08	śṛṇvan	śṛṇvant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.08	spṛśan	spṛśant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.08	jighran	jighrant	participle	nom/sg/	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.08	aśnan	aśnant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.08	gacchan	gacchant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.08	svapan	svapant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.08	śvasan	śvasant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.09	pralapan	pra-lapant	participle	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: pralapan	
5.09	visṛjan	visṛjant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.09	gṛhṇan	gṛhṇant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.09	unmiṣan	un-miṣant	participle	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: unmiṣan	
5.09	nimiṣan	ni-miṣant	participle	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: nimiṣan	
5.09	dhārayan	dhārayant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.10	padma-patram	padma-patra	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: patram	
5.13	kurvan	kurvant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.13	kārayan	kārayant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.14	lokasya	loka	nominal	abl/sg/m	DIVERGE	gen.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
5.14	karma-phala-saṁyogam	karma-phala-saṁyoga	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁyogam	
5.17	tad-buddhayaḥ	tad-buddhi	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: buddhayaḥ	
5.17	tad-ātmānaḥ	tad-ātman	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: ātmānaḥ	
5.17	tan-niṣṭhāḥ	tad-niṣṭha	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: niṣṭhāḥ	
5.17	jñāna-nirdhūta-kalmaṣāḥ	jñāna-nirdhūta-kalmaṣa	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kalmaṣāḥ	
5.18	vidyā-vinaya-saṁpanne	vidyā-vinaya-saṁpanna	nominal	loc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁpanne	
5.18	śuni	śvan	nominal	loc/sg/m	DIVERGE	voc.sg.f	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: SunI)	
5.21	asaktātmā	asakta-ātman	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: asaktātmā	
5.21	brahma-yoga-yuktātmā	brahma-yoga-yuktātman	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yuktātmā	
5.23	kāma-krodhodbhavam	kāma-krodha-udbhava	nominal	acc/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: krodhodbhavam	
5.26	kāma-krodha-viyuktānām	kāma-krodha-viyukta	nominal	gen/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: viyuktānām	
5.26	viditātmanām	vidita-ātman	nominal	gen/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: viditātmanām	
5.27	bhruvoḥ	bhrū	nominal	gen/du/f	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
5.27	nāsābhyantara-cāriṇau	nāsā-abhy-antara-cārin	nominal	acc/du/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: cāriṇau	
5.28	yatendriya-mano-buddhiḥ	yata-indriya-mano-buddhi	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: buddhiḥ	
5.28	mokṣa-parāyaṇaḥ	mokṣa-parāyaṇa	nominal	nom/pl/m	DIVERGE	nom.sg.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
5.28	vigatecchā-bhaya-krodhaḥ	vigata-icchā-bhaya-krodha	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: krodhaḥ	
5.29	yajña-tapasām	yajña-tapas	nominal	gen/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: tapasām	
6.01	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
6.02	asaṁnyasta-saṁkalpaḥ	a-saṁnyasta-saṁkalpa	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁkalpaḥ	
6.04	sarva-saṁkalpa-saṁnyāsī	sarva-saṁkalpa-saṁnyāsin	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁnyāsī	
6.07	śītoṣṇa-sukha-duḥkheṣu	śīta-uṣṇa-sukha-duḥkha	nominal	loc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: duḥkheṣu	
6.07	mānāvamānayoḥ	māna-avamāna	nominal	loc/du/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: mānāvamānayoḥ	
6.08	jñāna-vijñāna-tṛptātmā	jñāna-vijñāna-tṛpta-ātman	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: tṛptātmā	
6.09	suhṛn-mitrāry-udāsīna-madhyastha-dveṣya-bandhuṣu	suhṛn-mitra-ary-udāsīna-madhya-stha-dveṣya-bandhu	nominal	loc/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bandhuṣu	
6.10	nirāśīḥ	nir-āśis	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: nirāśīḥ	
6.11	cailājina-kuśottaram	caila-ajina-kuśa-uttara	nominal	acc/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: kuśottaram	
6.12	yata-cittendriya-kriyaḥ	yata-citta-indriya-kriya	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kriyaḥ	
6.12	ātma-viśuddhaye	ātma-viśuddhi	nominal	dat/sg/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: viśuddhaye	
6.13	kāya-śiro-grīvam	kāya-śiro-grīva	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: grīvam	
6.13	dhārayan	dhārayant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.13	anavalokayan	an-ava-lokayant	participle	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: anavalokayan	
6.14	vigatabhīḥ	vigata-bhī	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: vigatabhīḥ	
6.14	brahmacāri-vrate	brahmacāri-vrata	nominal	loc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vrate	
6.15	yuñjan	yuñjant	participle	nom/sg/	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.15	nirvāṇa-paramām	nirvāṇa-paramā	nominal	acc/sg/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: paramām	
6.16	aty-aśnataḥ	ati-aśnant	participle	gen/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: aśnataḥ	
6.16	anaśnataḥ	an-aśnant	participle	gen/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: anaśnataḥ	
6.16	ati-svapna-śīlasya	ati-svapna-śīlasya	nominal	gen/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: śīlasya	
6.16	jāgrataḥ	jāgrata	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.19	nivāta-sthaḥ	nivāta-stha	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sthaḥ	
6.19	yata-cittasya	yata-citta	nominal	gen/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: cittasya	
6.19	yuñjataḥ	yuñjant	participle	gen/sg/	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.20	paśyan	paśyant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.21	atīndriyam	ati-indriya	nominal	nom/du/n	DIVERGE	acc.sg.m;acc.sg.n;nom.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: undetermined — compound lemma keyed differently in kosha (atIndriya)	
6.23	duḥkha-saṁyoga-viyogam	duḥkha-saṁyoga-viyoga	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: viyogam	
6.23	yoga-saṁjñitam	yoga-saṁjñita	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁjñitam	
6.23	anirviṇṇa-cetasā	a-nirviṇṇa-cetas	nominal	instr/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: cetasā	
6.27	praśānta-manasam	praśānta-manas	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: manasam	
6.28	yuñjan	yuñjant	participle	nom/sg/	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.28	brahma-saṁsparśam	brahma-saṁsparśa	nominal	acc/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁsparśam	
6.29	yoga-yuktātmā	yoga-yuktātman	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yuktātmā	
6.34	suduṣkaram	su-duṣ-kara	nominal	instr/sg/m	DIVERGE	acc.sg.m;acc.sg.n;nom.sg.n	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
6.35	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
6.36	yatatā	yatant	participle	instr/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.37	calita-mānasaḥ	calita-mānasa	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mānasaḥ	
6.38	ubhaya-vibhraṣṭaḥ	ubhaya-vibhraṣṭa	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vibhraṣṭaḥ	
6.38	pathi	pathin	nominal	loc/sg/n	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.40	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
6.41	puṇya-kṛtān	puṇya-kṛta	nominal	acc/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kṛtān	
6.42	durlabhataram	dur-labha-tara	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: durlabhataram	
6.43	buddhi-saṁyogam	buddhi-saṁyoga	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁyogam	
6.45	yatamānaḥ	yatamāna	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
6.45	aneka-janma-saṁsiddhaḥ	aneka-janma-saṁsiddha	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁsiddhaḥ	
6.47	mad-gatena	mad-gata	nominal	instr/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: gatena	
7.01	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
7.01	yuñjan	yuñjant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
7.01	mad-āśrayaḥ	mad-āśraya	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: āśrayaḥ	
7.01	samagram	samagra	nominal	nom/du/m	DIVERGE	acc.sg.m;acc.sg.n;nom.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
7.03	yatatām	yatant	participle	gen/pl/m	DIVERGE	None.du.None;None.sg.None	D1_kosha_null_cells	kosha: existing row has NULL case/gender — fill the cell or flag disputed=1		
7.04	āpaḥ	ap	nominal	nom/pl/f	DIVERGE	acc.sg.n;nom.sg.m;nom.sg.n;voc.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: Apa,Apas)	
7.08	prabhā	pra-bhā	nominal	nom/sg/f	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: prabhā	
7.08	śaśi-sūryayoḥ	śaśi-sūrya	nominal	gen/du/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: sūryayoḥ	
7.11	kāma-rāga-vivarjitam	kāma-rāga-vivarjita	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vivarjitam	
7.11	dharmāviruddhaḥ	dharma-aviruddha	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: dharmāviruddhaḥ	
7.13	tribhiḥ	tri	nominal	instr/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
7.14	guṇa-mayī	guṇa-mayī	nominal	nom/sg/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mayī	
7.15	mūḍhāḥ	mūḍha	participle	nom/sg/m	DIVERGE	acc.pl.f;nom.pl.f;nom.pl.m;voc.pl.f;voc.pl.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
7.15	apahṛta-jñānāḥ	apahṛta-jñāna	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: jñānāḥ	
7.19	mahātmā	mahā-ātman	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: mahātmā	
7.23	deva-yajaḥ	deva-yaj	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: yajaḥ	
7.24	ajānantaḥ	a-jānant	participle	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: ajānantaḥ	
7.25	yoga-māyā-samāvṛtaḥ	yoga-māyā-samāvṛta	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: samāvṛtaḥ	
7.27	icchā-dveṣa-samutthena	icchā-dveṣa-samuttha	nominal	instr/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: samutthena	
